datei,typ,vertrag,vendor,warengruppe,pflicht,id,finding,cID,PO
mails/F1_F-00222_4507038554_00010.md,mail_f1,,,,"['9. Juli 2018', '6. Juni 2018', '7,5', '4507038554']",,F-00222,4507038554_00010,
mails/F1_F-00223_4507038513_00010.md,mail_f1,,,,"['10. Juli 2018', '3. Juli 2018', '4,6', '4507038513']",,F-00223,4507038513_00010,
mails/F1_F-00225_4507038769_00010.md,mail_f1,,,,"['14. September 2018', '23. Juli 2018', '15,0', '4507038769']",,F-00225,4507038769_00010,
mails/F1_F-00227_4507039790_00010.md,mail_f1,,,,"['16. Juli 2018', '11. Juli 2018', '4,5', '4507039790']",,F-00227,4507039790_00010,
mails/F1_F-00229_4507040472_00010.md,mail_f1,,,,"['7. September 2018', '4. August 2018', '4,0', '4507040472']",,F-00229,4507040472_00010,
mails/F1_F-00230_4507040309_00010.md,mail_f1,,,,"['14. September 2018', '5. September 2018', '10,6', '4507040309']",,F-00230,4507040309_00010,
mails/F1_F-00235_4507041417_00010.md,mail_f1,,,,"['5. September 2018', '30. Juli 2018', '10,4', '4507041417']",,F-00235,4507041417_00010,
mails/F1_F-00236_4507041544_00120.md,mail_f1,,,,"['13. September 2018', '24. Juli 2018', '4,2', '4507041544']",,F-00236,4507041544_00120,
mails/F1_F-00239_4507041836_00020.md,mail_f1,,,,"['14. September 2018', '11. September 2018', '13,8', '4507041836']",,F-00239,4507041836_00020,
mails/F1_F-00241_4508042444_00010.md,mail_f1,,,,"['14. September 2018', '3. August 2018', '17,6', '4508042444']",,F-00241,4508042444_00010,
mails/F1_F-00245_4508043613_00010.md,mail_f1,,,,"['14. September 2018', '28. Juli 2018', '14,4', '4508043613']",,F-00245,4508043613_00010,
mails/F1_F-00247_4508044128_00010.md,mail_f1,,,,"['14. September 2018', '2. August 2018', '12,0', '4508044128']",,F-00247,4508044128_00010,
mails/F1_F-00248_4508044796_00010.md,mail_f1,,,,"['4. Oktober 2018', '1. September 2018', '9,6', '4508044796']",,F-00248,4508044796_00010,
mails/F1_F-00254_4508046047_00020.md,mail_f1,,,,"['14. September 2018', '7. August 2018', '8,7', '4508046047']",,F-00254,4508046047_00020,
mails/F1_F-00255_4508046048_00030.md,mail_f1,,,,"['14. September 2018', '29. Juli 2018', '11,7', '4508046048']",,F-00255,4508046048_00030,
mails/F1_F-00256_4508046051_00040.md,mail_f1,,,,"['14. September 2018', '3. September 2018', '12,2', '4508046051']",,F-00256,4508046051_00040,
mails/F1_F-00257_4508046052_00050.md,mail_f1,,,,"['14. September 2018', '5. August 2018', '15,9', '4508046052']",,F-00257,4508046052_00050,
mails/F1_F-00259_4508046626_00080.md,mail_f1,,,,"['25. September 2018', '12. September 2018', '5,8', '4508046626']",,F-00259,4508046626_00080,
mails/F1_F-00260_4508046681_00010.md,mail_f1,,,,"['14. September 2018', '9. August 2018', '12,1', '4508046681']",,F-00260,4508046681_00010,
mails/F1_F-00264_4508047294_00010.md,mail_f1,,,,"['14. September 2018', '7. September 2018', '15,6', '4508047294']",,F-00264,4508047294_00010,
mails/F1_F-00266_4508048709_00010.md,mail_f1,,,,"['14. September 2018', '23. Juli 2018', '14,8', '4508048709']",,F-00266,4508048709_00010,
mails/F1_F-00267_4508048711_00010.md,mail_f1,,,,"['14. September 2018', '11. September 2018', '14,6', '4508048711']",,F-00267,4508048711_00010,
mails/F1_F-00268_4508048712_00010.md,mail_f1,,,,"['14. September 2018', '8. August 2018', '9,8', '4508048712']",,F-00268,4508048712_00010,
mails/F1_F-00269_4508048747_00010.md,mail_f1,,,,"['4. Oktober 2018', '30. August 2018', '6,0', '4508048747']",,F-00269,4508048747_00010,
mails/F1_F-00271_4508049212_00010.md,mail_f1,,,,"['14. September 2018', '14. August 2018', '7,7', '4508049212']",,F-00271,4508049212_00010,
mails/F1_F-00275_4508049805_00010.md,mail_f1,,,,"['14. September 2018', '8. August 2018', '18,0', '4508049805']",,F-00275,4508049805_00010,
mails/F1_F-00276_4508049806_00020.md,mail_f1,,,,"['14. September 2018', '5. August 2018', '9,2', '4508049806']",,F-00276,4508049806_00020,
mails/F1_F-00278_4508050454_00010.md,mail_f1,,,,"['14. September 2018', '6. August 2018', '11,4', '4508050454']",,F-00278,4508050454_00010,
mails/F1_F-00279_4508050458_00010.md,mail_f1,,,,"['14. September 2018', '25. Juli 2018', '10,0', '4508050458']",,F-00279,4508050458_00010,
mails/F1_F-00280_4508050459_00010.md,mail_f1,,,,"['14. September 2018', '6. August 2018', '14,7', '4508050459']",,F-00280,4508050459_00010,
mails/F1_F-00281_4508050731_00010.md,mail_f1,,,,"['14. September 2018', '5. August 2018', '6,8', '4508050731']",,F-00281,4508050731_00010,
mails/F1_F-00287_4508051578_00010.md,mail_f1,,,,"['18. Oktober 2018', '29. August 2018', '10,3', '4508051578']",,F-00287,4508051578_00010,
mails/F1_F-00288_4508051570_00010.md,mail_f1,,,,"['14. September 2018', '7. August 2018', '14,4', '4508051570']",,F-00288,4508051570_00010,
mails/F1_F-00289_4508051572_00020.md,mail_f1,,,,"['14. September 2018', '4. September 2018', '16,7', '4508051572']",,F-00289,4508051572_00020,
mails/F1_F-00290_4508051571_00010.md,mail_f1,,,,"['14. September 2018', '7. September 2018', '16,4', '4508051571']",,F-00290,4508051571_00010,
mails/F1_F-00293_4508051849_00010.md,mail_f1,,,,"['14. September 2018', '7. August 2018', '11,9', '4508051849']",,F-00293,4508051849_00010,
mails/F1_F-00294_4508051948_00010.md,mail_f1,,,,"['21. September 2018', '7. September 2018', '12,0', '4508051948']",,F-00294,4508051948_00010,
mails/F1_F-00296_4508052137_00010.md,mail_f1,,,,"['14. September 2018', '12. August 2018', '16,0', '4508052137']",,F-00296,4508052137_00010,
mails/F1_F-00297_4508052465_00010.md,mail_f1,,,,"['14. September 2018', '7. September 2018', '17,7', '4508052465']",,F-00297,4508052465_00010,
mails/F1_F-00299_4508053162_00010.md,mail_f1,,,,"['14. September 2018', '12. August 2018', '11,3', '4508053162']",,F-00299,4508053162_00010,
mails/F1_F-00300_4508053161_00010.md,mail_f1,,,,"['14. September 2018', '5. August 2018', '9,2', '4508053161']",,F-00300,4508053161_00010,
mails/F1_F-00301_4508053160_00010.md,mail_f1,,,,"['14. September 2018', '11. August 2018', '15,8', '4508053160']",,F-00301,4508053160_00010,
mails/F1_F-00303_4508053157_00010.md,mail_f1,,,,"['14. September 2018', '7. September 2018', '9,5', '4508053157']",,F-00303,4508053157_00010,
mails/F1_F-00304_4508053156_00010.md,mail_f1,,,,"['14. September 2018', '14. August 2018', '11,9', '4508053156']",,F-00304,4508053156_00010,
mails/F1_F-00305_4508053155_00010.md,mail_f1,,,,"['14. September 2018', '15. August 2018', '16,2', '4508053155']",,F-00305,4508053155_00010,
mails/F1_F-00306_4508053154_00010.md,mail_f1,,,,"['14. September 2018', '11. August 2018', '10,8', '4508053154']",,F-00306,4508053154_00010,
mails/F1_F-00307_4508054425_00010.md,mail_f1,,,,"['21. September 2018', '19. August 2018', '9,5', '4508054425']",,F-00307,4508054425_00010,
mails/F1_F-00310_4508057119_00010.md,mail_f1,,,,"['8. Oktober 2018', '8. September 2018', '5,9', '4508057119']",,F-00310,4508057119_00010,
mails/F1_F-00311_4508057120_00010.md,mail_f1,,,,"['8. Oktober 2018', '3. Oktober 2018', '8,3', '4508057120']",,F-00311,4508057120_00010,
mails/F1_F-00312_4508057121_00010.md,mail_f1,,,,"['8. Oktober 2018', '19. August 2018', '5,4', '4508057121']",,F-00312,4508057121_00010,
mails/F1_F-00315_4508057704_00010.md,mail_f1,,,,"['8. Oktober 2018', '31. August 2018', '11,9', '4508057704']",,F-00315,4508057704_00010,
mails/F1_F-00319_4508057705_00010.md,mail_f1,,,,"['8. Oktober 2018', '1. September 2018', '8,2', '4508057705']",,F-00319,4508057705_00010,
mails/F2_F-00320_4507004821_00030.md,mail_f2,,,,"['28. Mai 2018', '41.070,00 €', '4507004821']",,F-00320,4507004821_00030,
mails/F2_F-00321_4507004821_00050.md,mail_f2,,,,"['20. Mai 2018', '6.890,00 €', '4507004821']",,F-00321,4507004821_00050,
mails/F2_F-00322_4507004821_00060.md,mail_f2,,,,"['22. Mai 2018', '3.022,00 €', '4507004821']",,F-00322,4507004821_00060,
mails/F2_F-00323_4507011221_00010.md,mail_f2,,,,"['23. Mai 2018', '40.817,00 €', '4507011221']",,F-00323,4507011221_00010,
mails/KF_F-00324_4507014580_00030.md,klaerfall,,,,"['739,00 €', '4507014580']",,F-00324,4507014580_00030,
mails/F2_F-00325_4507015397_00030.md,mail_f2,,,,"['27. Juni 2018', '2.840,00 €', '4507015397']",,F-00325,4507015397_00030,
mails/F2_F-00326_4507016312_00010.md,mail_f2,,,,"['22. April 2018', '645,00 €', '4507016312']",,F-00326,4507016312_00010,
mails/F2_F-00327_4507016828_00010.md,mail_f2,,,,"['31. Mai 2018', '24.214,00 €', '4507016828']",,F-00327,4507016828_00010,
mails/F2_F-00329_4507018779_00010.md,mail_f2,,,,"['24. Juni 2018', '5.681,00 €', '4507018779']",,F-00329,4507018779_00010,
mails/F2_F-00331_4507020939_00010.md,mail_f2,,,,"['28. Mai 2018', '2.727,00 €', '4507020939']",,F-00331,4507020939_00010,
mails/F2_F-00332_4507020939_00020.md,mail_f2,,,,"['20. Mai 2018', '129,00 €', '4507020939']",,F-00332,4507020939_00020,
mails/F2_F-00333_4507021226_00010.md,mail_f2,,,,"['24. Juni 2018', '43.318,00 €', '4507021226']",,F-00333,4507021226_00010,
mails/F2_F-00334_4507028436_00020.md,mail_f2,,,,"['28. Mai 2018', '129,00 €', '4507028436']",,F-00334,4507028436_00020,
mails/F2_F-00335_4507028436_00010.md,mail_f2,,,,"['3. Juni 2018', '1.385,00 €', '4507028436']",,F-00335,4507028436_00010,
mails/F2_F-00336_4507028436_00030.md,mail_f2,,,,"['28. Mai 2018', '2.533,00 €', '4507028436']",,F-00336,4507028436_00030,
mails/KF_F-00337_4507028436_00040.md,klaerfall,,,,"['129,00 €', '4507028436']",,F-00337,4507028436_00040,
mails/F2_F-00338_4507028436_00050.md,mail_f2,,,,"['26. Juni 2018', '3.117,00 €', '4507028436']",,F-00338,4507028436_00050,
mails/KF_F-00343_4507033044_00030.md,klaerfall,,,,"['731,00 €', '4507033044']",,F-00343,4507033044_00030,
mails/KF_F-00347_4508042334_00020.md,klaerfall,,,,"['129,00 €', '4508042334']",,F-00347,4508042334_00020,
mails/F2_F-00348_4508042334_00010.md,mail_f2,,,,"['31. Juli 2018', '1.385,00 €', '4508042334']",,F-00348,4508042334_00010,
mails/F2_F-00349_4507041097_00010.md,mail_f2,,,,"['4. Oktober 2018', '4.433,00 €', '4507041097']",,F-00349,4507041097_00010,
mails/F2_F-00350_4508042337_00020.md,mail_f2,,,,"['27. August 2018', '129,00 €', '4508042337']",,F-00350,4508042337_00020,
mails/F2_F-00351_4508042339_00020.md,mail_f2,,,,"['5. September 2018', '129,00 €', '4508042339']",,F-00351,4508042339_00020,
mails/F2_F-00352_4508044178_00020.md,mail_f2,,,,"['6. September 2018', '129,00 €', '4508044178']",,F-00352,4508044178_00020,
mails/KF_F-00353_4508044178_00010.md,klaerfall,,,,"['3.091,00 €', '4508044178']",,F-00353,4508044178_00010,
mails/F2_F-00354_4508044180_00010.md,mail_f2,,,,"['28. August 2018', '3.091,00 €', '4508044180']",,F-00354,4508044180_00010,
mails/F2_F-00355_4508044180_00020.md,mail_f2,,,,"['2. September 2018', '129,00 €', '4508044180']",,F-00355,4508044180_00020,
mails/F2_F-00356_4508044183_00010.md,mail_f2,,,,"['26. August 2018', '2.061,00 €', '4508044183']",,F-00356,4508044183_00010,
mails/F2_F-00358_4508044845_00010.md,mail_f2,,,,"['5. Oktober 2018', '8.038,00 €', '4508044845']",,F-00358,4508044845_00010,
mails/F2_F-00359_4508051508_00010.md,mail_f2,,,,"['25. September 2018', '2.208,00 €', '4508051508']",,F-00359,4508051508_00010,
mails/F2_F-00360_4508051508_00020.md,mail_f2,,,,"['25. September 2018', '129,00 €', '4508051508']",,F-00360,4508051508_00020,
mails/F2_F-00361_4508051516_00010.md,mail_f2,,,,"['25. September 2018', '1.948,00 €', '4508051516']",,F-00361,4508051516_00010,
mails/F2_F-00362_4508051516_00020.md,mail_f2,,,,"['2. Oktober 2018', '129,00 €', '4508051516']",,F-00362,4508051516_00020,
mails/F2_F-00363_4508051517_00020.md,mail_f2,,,,"['8. Oktober 2018', '129,00 €', '4508051517']",,F-00363,4508051517_00020,
mails/KF_F-00364_4508051517_00010.md,klaerfall,,,,"['3.117,00 €', '4508051517']",,F-00364,4508051517_00010,
mails/F2_F-00367_4508051518_00010.md,mail_f2,,,,"['3. Oktober 2018', '2.727,00 €', '4508051518']",,F-00367,4508051518_00010,
mails/KF_F-00368_4508051518_00020.md,klaerfall,,,,"['129,00 €', '4508051518']",,F-00368,4508051518_00020,
mails/F3_F-00369_4507000580.md,mail_f3,,,,"['2. Januar 2018', '31.509,00 €', '4507000580']",,F-00369,,4507000580
mails/F3_F-00370_4507000678.md,mail_f3,,,,"['31. Dezember 2017', '109.493,00 €', '4507000678']",,F-00370,,4507000678
mails/F3_F-00373_4507001693.md,mail_f3,,,,"['3. Januar 2018', '33.095,00 €', '4507001693']",,F-00373,,4507001693
mails/F3_F-00375_4507002819.md,mail_f3,,,,"['26. Januar 2018', '66.354,00 €', '4507002819']",,F-00375,,4507002819
mails/F3_F-00378_4507004093.md,mail_f3,,,,"['16. Januar 2018', '33.182,00 €', '4507004093']",,F-00378,,4507004093
mails/F3_F-00379_4507004119.md,mail_f3,,,,"['18. Januar 2018', '91.243,00 €', '4507004119']",,F-00379,,4507004119
mails/F3_F-00381_4507004669.md,mail_f3,,,,"['15. Januar 2018', '33.173,00 €', '4507004669']",,F-00381,,4507004669
mails/F3_F-00382_4507005099.md,mail_f3,,,,"['27. Januar 2018', '33.346,00 €', '4507005099']",,F-00382,,4507005099
mails/F3_F-00383_4507005149.md,mail_f3,,,,"['16. Januar 2018', '109.493,00 €', '4507005149']",,F-00383,,4507005149
mails/F3_F-00384_4507005436.md,mail_f3,,,,"['17. Januar 2018', '107.955,00 €', '4507005436']",,F-00384,,4507005436
mails/F3_F-00389_4507010683.md,mail_f3,,,,"['15. Februar 2018', '32.382,00 €', '4507010683']",,F-00389,,4507010683
mails/F3_F-00391_4507011578.md,mail_f3,,,,"['20. Februar 2018', '191.612,00 €', '4507011578']",,F-00391,,4507011578
mails/F3_F-00393_4507012606.md,mail_f3,,,,"['24. Februar 2018', '32.382,00 €', '4507012606']",,F-00393,,4507012606
mails/F3_F-00394_4507012735.md,mail_f3,,,,"['19. Februar 2018', '79.625,00 €', '4507012735']",,F-00394,,4507012735
mails/F3_F-00395_4507013849.md,mail_f3,,,,"['27. Februar 2018', '107.955,00 €', '4507013849']",,F-00395,,4507013849
mails/F3_F-00396_4507014986.md,mail_f3,,,,"['1. März 2018', '91.244,00 €', '4507014986']",,F-00396,,4507014986
mails/F3_F-00397_4507016091.md,mail_f3,,,,"['9. März 2018', '31.532,00 €', '4507016091']",,F-00397,,4507016091
mails/F3_F-00398_4507016655.md,mail_f3,,,,"['14. März 2018', '31.592,00 €', '4507016655']",,F-00398,,4507016655
mails/F3_F-00399_4507016709.md,mail_f3,,,,"['11. März 2018', '218.986,00 €', '4507016709']",,F-00399,,4507016709
mails/F3_F-00400_4507017342.md,mail_f3,,,,"['18. März 2018', '107.955,00 €', '4507017342']",,F-00400,,4507017342
mails/F3_F-00402_4507017940.md,mail_f3,,,,"['19. März 2018', '44.998,00 €', '4507017940']",,F-00402,,4507017940
mails/F3_F-00403_4507021014.md,mail_f3,,,,"['31. März 2018', '109.493,00 €', '4507021014']",,F-00403,,4507021014
mails/F3_F-00404_4507022062.md,mail_f3,,,,"['4. April 2018', '91.243,00 €', '4507022062']",,F-00404,,4507022062
mails/F3_F-00405_4507023155.md,mail_f3,,,,"['11. April 2018', '33.904,00 €', '4507023155']",,F-00405,,4507023155
mails/F3_F-00408_4507025722.md,mail_f3,,,,"['20. April 2018', '33.463,00 €', '4507025722']",,F-00408,,4507025722
mails/F3_F-00409_4507026343.md,mail_f3,,,,"['27. April 2018', '44.998,00 €', '4507026343']",,F-00409,,4507026343
mails/F3_F-00410_4507026570.md,mail_f3,,,,"['8. Mai 2018', '33.530,00 €', '4507026570']",,F-00410,,4507026570
mails/F3_F-00411_4507027368.md,mail_f3,,,,"['26. April 2018', '107.955,00 €', '4507027368']",,F-00411,,4507027368
mails/F3_F-00413_4507029517.md,mail_f3,,,,"['28. Mai 2018', '33.463,00 €', '4507029517']",,F-00413,,4507029517
mails/F3_F-00414_4507029969.md,mail_f3,,,,"['14. Mai 2018', '91.244,00 €', '4507029969']",,F-00414,,4507029969
mails/F3_F-00417_4507031061.md,mail_f3,,,,"['17. Mai 2018', '109.493,00 €', '4507031061']",,F-00417,,4507031061
mails/F3_F-00418_4507032422.md,mail_f3,,,,"['10. Juni 2018', '25.547,00 €', '4507032422']",,F-00418,,4507032422
mails/F3_F-00419_4507032776.md,mail_f3,,,,"['25. Mai 2018', '33.463,00 €', '4507032776']",,F-00419,,4507032776
mails/F3_F-00421_4507033411.md,mail_f3,,,,"['30. Mai 2018', '91.244,00 €', '4507033411']",,F-00421,,4507033411
mails/F3_F-00423_4507035268.md,mail_f3,,,,"['18. Juni 2018', '35.666,00 €', '4507035268']",,F-00423,,4507035268
mails/F3_F-00426_4507038220.md,mail_f3,,,,"['13. Juni 2018', '35.666,00 €', '4507038220']",,F-00426,,4507038220
mails/F3_F-00430_4507040672.md,mail_f3,,,,"['1. Juli 2018', '71.970,00 €', '4507040672']",,F-00430,,4507040672
mails/F3_F-00431_4507041491.md,mail_f3,,,,"['15. Juli 2018', '44.998,00 €', '4507041491']",,F-00431,,4507041491
mails/F3_F-00432_4507041892.md,mail_f3,,,,"['12. Juli 2018', '35.001,00 €', '4507041892']",,F-00432,,4507041892
mails/F3_F-00434_4508044827.md,mail_f3,,,,"['22. Juli 2018', '35.001,00 €', '4508044827']",,F-00434,,4508044827
mails/F3_F-00435_4508044964.md,mail_f3,,,,"['26. Juli 2018', '40.311,00 €', '4508044964']",,F-00435,,4508044964
mails/F3_F-00436_4508045321.md,mail_f3,,,,"['21. Juli 2018', '92.283,00 €', '4508045321']",,F-00436,,4508045321
mails/F3_F-00438_4508045656.md,mail_f3,,,,"['25. Juli 2018', '107.955,00 €', '4508045656']",,F-00438,,4508045656
mails/F3_F-00439_4508046585.md,mail_f3,,,,"['30. Juli 2018', '107.955,00 €', '4508046585']",,F-00439,,4508046585
mails/F3_F-00440_4508047191.md,mail_f3,,,,"['18. August 2018', '107.955,00 €', '4508047191']",,F-00440,,4508047191
mails/F3_F-00441_4508047385.md,mail_f3,,,,"['18. August 2018', '35.001,00 €', '4508047385']",,F-00441,,4508047385
mails/F3_F-00442_4508049018.md,mail_f3,,,,"['7. August 2018', '44.825,00 €', '4508049018']",,F-00442,,4508049018
mails/F3_F-00444_4508053076.md,mail_f3,,,,"['1. September 2018', '25.547,00 €', '4508053076']",,F-00444,,4508053076
mails/F3_F-00446_4508057859.md,mail_f3,,,,"['30. September 2018', '107.955,00 €', '4508057859']",,F-00446,,4508057859
mails/F8_F-00658_vendorID_0256.md,mail_f8,,vendorID_0256,,"['29. Januar 2018', 'Lyracoat Ltd.']",,F-00658,,
mails/F8_F-00681_vendorID_0357.md,mail_f8,,vendorID_0357,,"['1. Februar 2018', 'Keplervinyl Ltd.']",,F-00681,,
mails/F8_F-00808_vendorID_0458.md,mail_f8,,vendorID_0458,,"['28. Dezember 2017', 'Keplervinyl Ltd.']",,F-00808,,
mails/F8_F-00939_vendorID_0619.md,mail_f8,,vendorID_0619,,"['23. Dezember 2017', 'Kepleracryl N.V.']",,F-00939,,
mails/F8_F-01002_vendorID_0513.md,mail_f8,,vendorID_0513,,"['7. Januar 2018', 'Sellakolloid GmbH & Co. KG']",,F-01002,,
mails/F8_F-01104_vendorID_1455.md,mail_f8,,vendorID_1455,,"['6. Juni 2018', 'Lyrachem S.A.S.']",,F-01104,,
mails/F8_F-01105_vendorID_0198.md,mail_f8,,vendorID_0198,,"['16. Juli 2018', 'Ostendvinyl S.p.A.']",,F-01105,,
mails/F8_F-01110_vendorID_0252.md,mail_f8,,vendorID_0252,,"['14. Juni 2018', 'Westersyn S.A.S.']",,F-01110,,
mails/F8_F-01122_vendorID_1531.md,mail_f8,,vendorID_1531,,"['11. Juni 2018', 'Orionflux GmbH']",,F-01122,,
mails/F8_F-01128_vendorID_0519.md,mail_f8,,vendorID_0519,,"['10. September 2018', 'Keplercoat Ltd.']",,F-01128,,
mails/F8_F-01131_vendorID_0173.md,mail_f8,,vendorID_0173,,"['27. September 2018', 'Elbeacryl Ltd.']",,F-01131,,
mails/F9_F-01134_RV-2018-09.md,mail_f9,RV-2018-09,,,"['RV-2018-09', 'LQ-RL-2017-01']",,F-01134,,
rechnungen/RE_4507000580_00010.pdf,rechnung,,,,"['31.508,99 €', '4507000580']",,,4507000580_00010,4507000580
rechnungen/RE_4507000678_00010.pdf,rechnung,,,,"['109.492,95 €', '4507000678']",,,4507000678_00010,4507000678
rechnungen/RE_4507000683_00020.pdf,rechnung,,,,"['7.700,00 €', '4507000683']",,,4507000683_00020,4507000683
rechnungen/RE_4507000683_00030.pdf,rechnung,,,,"['28.234,96 €', '4507000683']",,,4507000683_00030,4507000683
rechnungen/RE_4507000683_00040.pdf,rechnung,,,,"['48.771,00 €', '4507000683']",,,4507000683_00040,4507000683
rechnungen/RE_4507000683_00070.pdf,rechnung,,,,"['20.535,00 €', '4507000683']",,,4507000683_00070,4507000683
rechnungen/RE_4507000939_00010.pdf,rechnung,,,,"['42.120,00 €', '4507000939']",,,4507000939_00010,4507000939
rechnungen/RE_4507000965_00010.pdf,rechnung,,,,"['30.678,12 €', '4507000965']",,,4507000965_00010,4507000965
rechnungen/RE_4507001364_00010.pdf,rechnung,,,,"['30.054,08 €', '4507001364']",,,4507001364_00010,4507001364
rechnungen/RE_4507001693_00010.pdf,rechnung,,,,"['33.094,98 €', '4507001693']",,,4507001693_00010,4507001693
rechnungen/RE_4507002032_00010.pdf,rechnung,,,,"['33.063,84 €', '4507002032']",,,4507002032_00010,4507002032
rechnungen/RE_4507002819_00010.pdf,rechnung,,,,"['66.354,00 €', '4507002819']",,,4507002819_00010,4507002819
rechnungen/RE_4507003086_00010.pdf,rechnung,,,,"['44.997,98 €', '4507003086']",,,4507003086_00010,4507003086
rechnungen/RE_4507003424_00010.pdf,rechnung,,,,"['31.509,03 €', '4507003424']",,,4507003424_00010,4507003424
rechnungen/RE_4507004093_00010.pdf,rechnung,,,,"['33.181,94 €', '4507004093']",,,4507004093_00010,4507004093
rechnungen/RE_4507004119_00010.pdf,rechnung,,,,"['54.745,95 €', '4507004119']",,,4507004119_00010,4507004119
rechnungen/RE_4507004119_00020.pdf,rechnung,,,,"['36.497,04 €', '4507004119']",,,4507004119_00020,4507004119
rechnungen/RE_4507004312_00010.pdf,rechnung,,,,"['33.173,01 €', '4507004312']",,,4507004312_00010,4507004312
rechnungen/RE_4507004669_00010.pdf,rechnung,,,,"['33.173,00 €', '4507004669']",,,4507004669_00010,4507004669
rechnungen/RE_4507004715_00010.pdf,rechnung,,,,"['18.732,01 €', '4507004715']",,,4507004715_00010,4507004715
rechnungen/RE_4507004821_00020.pdf,rechnung,,,,"['25.668,00 €', '4507004821']",,,4507004821_00020,4507004821
rechnungen/RE_4507004821_00030.pdf,rechnung,,,,"['41.070,02 €', '4507004821']",,,4507004821_00030,4507004821
rechnungen/RE_4507004821_00040.pdf,rechnung,,,,"['51.336,92 €', '4507004821']",,,4507004821_00040,4507004821
rechnungen/RE_4507004821_00050.pdf,rechnung,,,,"['6.890,04 €', '4507004821']",,,4507004821_00050,4507004821
rechnungen/RE_4507004821_00060.pdf,rechnung,,,,"['3.022,02 €', '4507004821']",,,4507004821_00060,4507004821
rechnungen/RE_4507005099_00010.pdf,rechnung,,,,"['33.346,06 €', '4507005099']",,,4507005099_00010,4507005099
rechnungen/RE_4507005149_00010.pdf,rechnung,,,,"['109.493,16 €', '4507005149']",,,4507005149_00010,4507005149
rechnungen/RE_4507005262_00010.pdf,rechnung,,,,"['34.269,16 €', '4507005262']",,,4507005262_00010,4507005262
rechnungen/RE_4507005408_00010.pdf,rechnung,,,,"['103.548,02 €', '4507005408']",,,4507005408_00010,4507005408
rechnungen/RE_4507005414_00010.pdf,rechnung,,,,"['52.812,97 €', '4507005414']",,,4507005414_00010,4507005414
rechnungen/RE_4507005436_00010.pdf,rechnung,,,,"['107.954,88 €', '4507005436']",,,4507005436_00010,4507005436
rechnungen/RE_4507005608_00010.pdf,rechnung,,,,"['35.897,12 €', '4507005608']",,,4507005608_00010,4507005608
rechnungen/RE_4507006409_00010.pdf,rechnung,,,,"['32.688,06 €', '4507006409']",,,4507006409_00010,4507006409
rechnungen/RE_4507007023_00010.pdf,rechnung,,,,"['85.464,08 €', '4507007023']",,,4507007023_00010,4507007023
rechnungen/RE_4507007244_00010.pdf,rechnung,,,,"['36.027,85 €', '4507007244']",,,4507007244_00010,4507007244
rechnungen/RE_4507007790_00010.pdf,rechnung,,,,"['36.072,96 €', '4507007790']",,,4507007790_00010,4507007790
rechnungen/RE_4507008341_00010.pdf,rechnung,,,,"['35.473,92 €', '4507008341']",,,4507008341_00010,4507008341
rechnungen/RE_4507008457_00020.pdf,rechnung,,,,"['38.788,90 €', '4507008457']",,,4507008457_00020,4507008457
rechnungen/RE_4507008640_00010.pdf,rechnung,,,,"['36.164,94 €', '4507008640']",,,4507008640_00010,4507008640
rechnungen/RE_4507008642_00010.pdf,rechnung,,,,"['32.381,98 €', '4507008642']",,,4507008642_00010,4507008642
rechnungen/RE_4507008879_00010.pdf,rechnung,,,,"['44.997,96 €', '4507008879']",,,4507008879_00010,4507008879
rechnungen/RE_4507009331_00010.pdf,rechnung,,,,"['21.060,00 €', '4507009331']",,,4507009331_00010,4507009331
rechnungen/RE_4507009919_00010.pdf,rechnung,,,,"['42.217,91 €', '4507009919']",,,4507009919_00010,4507009919
rechnungen/RE_4507010135_00010.pdf,rechnung,,,,"['36.039,98 €', '4507010135']",,,4507010135_00010,4507010135
rechnungen/RE_4507010678_00010.pdf,rechnung,,,,"['36.005,12 €', '4507010678']",,,4507010678_00010,4507010678
rechnungen/RE_4507010683_00010.pdf,rechnung,,,,"['32.381,93 €', '4507010683']",,,4507010683_00010,4507010683
rechnungen/RE_4507010965_00010.pdf,rechnung,,,,"['43.961,00 €', '4507010965']",,,4507010965_00010,4507010965
rechnungen/RE_4507011221_00010.pdf,rechnung,,,,"['40.817,07 €', '4507011221']",,,4507011221_00010,4507011221
rechnungen/RE_4507011386_00010.pdf,rechnung,,,,"['25.547,04 €', '4507011386']",,,4507011386_00010,4507011386
rechnungen/RE_4507011494_00010.pdf,rechnung,,,,"['34.764,16 €', '4507011494']",,,4507011494_00010,4507011494
rechnungen/RE_4507011578_00010.pdf,rechnung,,,,"['109.493,01 €', '4507011578']",,,4507011578_00010,4507011578
rechnungen/RE_4507011766_00010.pdf,rechnung,,,,"['109.492,95 €', '4507011766']",,,4507011766_00010,4507011766
rechnungen/RE_4507012050_00010.pdf,rechnung,,,,"['18.887,94 €', '4507012050']",,,4507012050_00010,4507012050
rechnungen/RE_4507012376_00010.pdf,rechnung,,,,"['36.099,79 €', '4507012376']",,,4507012376_00010,4507012376
rechnungen/RE_4507012486_00010.pdf,rechnung,,,,"['42.217,83 €', '4507012486']",,,4507012486_00010,4507012486
rechnungen/RE_4507012606_00010.pdf,rechnung,,,,"['32.382,02 €', '4507012606']",,,4507012606_00010,4507012606
