"eventID ","case Spend area text","case Company","case Document Type","case Sub spend area text","case Purchasing Document","case Purch. Doc. Category name","case Vendor","case Item Type","case Item Category","case Spend classification text","case Source","case Name","case GR-Based Inv. Verif.","case Item","case concept:name","case Goods Receipt","event User","event org:resource","event concept:name","event Cumulative net worth (EUR)","event time:timestamp"
"247325691740160","Additives","companyID_0000","Standard PO","Surfactants","4507017602","Purchase order","vendorID_0488","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0472","false","00040","4507017602_00040","true","user_095","user_095","Create Purchase Order Item","2364.0","20-03-2018 09:56:00.000"
"199840533315587","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507014405","Purchase order","vendorID_0878","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0838","false","00010","4507014405_00010","true","user_076","user_076","Record Goods Receipt","6858.0","20-03-2018 10:10:00.000"
"203340931661829","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507014663","Purchase order","vendorID_0271","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0188","false","00010","4507014663_00010","true","user_082","user_082","Record Goods Receipt","21091.0","20-03-2018 10:34:00.000"
"203340931661830","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507014663","Purchase order","vendorID_0271","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0188","false","00010","4507014663_00010","true","user_082","user_082","Record Goods Receipt","21091.0","20-03-2018 10:35:00.000"
"247591979712512","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507017635","Purchase order","vendorID_0558","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0542","false","00010","4507017635_00010","true","user_207","user_207","Create Purchase Order Item","18888.0","20-03-2018 10:41:00.000"
"248081605984256","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017656","Purchase order","vendorID_0183","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0181","false","00010","4507017656_00010","true","user_176","user_176","Create Purchase Order Item","53541.0","20-03-2018 10:57:00.000"
"227117870612482","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507016152","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00120","4507016152_00120","true","user_001","user_001","Record Invoice Receipt","70.0","20-03-2018 10:58:00.000"
"227126460547074","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507016152","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00140","4507016152_00140","true","user_001","user_001","Record Invoice Receipt","691.0","20-03-2018 10:58:00.000"
"227122165579778","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507016152","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00130","4507016152_00130","true","user_001","user_001","Record Invoice Receipt","25.0","20-03-2018 10:58:00.000"
"227135050481666","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507016152","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00160","4507016152_00160","true","user_001","user_001","Record Invoice Receipt","596.0","20-03-2018 10:58:00.000"
"227070625972226","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507016152","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00010","4507016152_00010","true","user_001","user_001","Record Invoice Receipt","321.0","20-03-2018 10:58:00.000"
"227074920939522","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507016152","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00020","4507016152_00020","true","user_001","user_001","Record Invoice Receipt","202.0","20-03-2018 10:58:00.000"
"227079215906818","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507016152","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00030","4507016152_00030","true","user_001","user_001","Record Invoice Receipt","360.0","20-03-2018 10:58:00.000"
"227087805841410","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507016152","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00050","4507016152_00050","true","user_001","user_001","Record Invoice Receipt","443.0","20-03-2018 10:58:00.000"
"227092100808706","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507016152","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00060","4507016152_00060","true","user_001","user_001","Record Invoice Receipt","1268.0","20-03-2018 10:58:00.000"
"227130755514370","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507016152","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00150","4507016152_00150","true","user_001","user_001","Record Invoice Receipt","372.0","20-03-2018 10:58:00.000"
"227100690743298","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507016152","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00080","4507016152_00080","true","user_001","user_001","Record Invoice Receipt","528.0","20-03-2018 10:58:00.000"
"227109280677890","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507016152","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00100","4507016152_00100","true","user_001","user_001","Record Invoice Receipt","49.0","20-03-2018 10:58:00.000"
"241179593539586","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507017131","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00010","4507017131_00010","true","user_001","user_001","Record Invoice Receipt","1283.0","20-03-2018 11:02:00.000"
"241183888506882","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507017131","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00020","4507017131_00020","true","user_001","user_001","Record Invoice Receipt","1268.0","20-03-2018 11:02:00.000"
"241192478441474","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507017131","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00040","4507017131_00040","true","user_001","user_001","Record Invoice Receipt","14.0","20-03-2018 11:02:00.000"
"241188183474178","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507017131","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00030","4507017131_00030","true","user_001","user_001","Record Invoice Receipt","210.0","20-03-2018 11:02:00.000"
"248098785853440","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507017660","Purchase order","vendorID_0819","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0779","false","00010","4507017660_00010","true","user_052","user_052","Create Purchase Order Item","107955.0","20-03-2018 11:06:00.000"
"212923003699202","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507015315","Purchase order","vendorID_0256","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0249","false","00010","4507015315_00010","true","user_126","user_126","Record Goods Receipt","0.0","20-03-2018 11:07:00.000"
"185052960915459","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507013306","Purchase order","vendorID_0390","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0379","false","00010","4507013306_00010","true","user_012","user_012","Record Invoice Receipt","26230.0","20-03-2018 11:07:00.000"
"212923003699203","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507015315","Purchase order","vendorID_0256","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0249","false","00010","4507015315_00010","true","user_126","user_126","Cancel Goods Receipt","0.0","20-03-2018 11:08:00.000"
"212931593633794","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507015315","Purchase order","vendorID_0256","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0249","false","00030","4507015315_00030","true","user_126","user_126","Record Goods Receipt","0.0","20-03-2018 11:10:00.000"
"243412976533505","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507017319","Purchase order","vendorID_0193","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0190","false","00030","4507017319_00030","true","user_029","user_029","Receive Order Confirmation","40054.0","20-03-2018 11:21:00.000"
"118837450113026","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507008614","Purchase order","vendorID_0513","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0497","false","00010","4507008614_00010","true","user_044","user_044","Record Goods Receipt","0.0","20-03-2018 11:24:00.000"
"248206160035840","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507017670","Purchase order","vendorID_0445","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0432","false","00010","4507017670_00010","true","user_095","user_095","Create Purchase Order Item","0.0","20-03-2018 11:28:00.000"
"248317829185536","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507017672","Purchase order","vendorID_0390","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0379","false","00010","4507017672_00010","true","user_231","user_231","Create Purchase Order Item","26230.0","20-03-2018 11:29:00.000"
"248330714087424","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507017675","Purchase order","vendorID_0390","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0379","false","00010","4507017675_00010","true","user_231","user_231","Create Purchase Order Item","26230.0","20-03-2018 11:31:00.000"
"1077263697182723","Real Estate","companyID_0000","Framework order","Real estate services","4507076022","Purchase order","vendorID_1739","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1663","false","00010","4507076022_00010","false","user_196","user_196","Record Invoice Receipt","32377.0","20-03-2018 11:33:00.000"
"218347547394052","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507015658","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507015658_00010","true","user_030","user_030","Record Goods Receipt","43096.0","20-03-2018 11:37:00.000"
"243408681566209","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507017318","Purchase order","vendorID_0193","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0190","false","00020","4507017318_00020","true","user_029","user_029","Receive Order Confirmation","40473.0","20-03-2018 11:47:00.000"
"248541167484928","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017688","Purchase order","vendorID_0159","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0157","false","00010","4507017688_00010","true","user_177","user_177","Create Purchase Order Item","51175.0","20-03-2018 11:52:00.000"
"248549757419520","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507017690","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507017690_00010","true","user_177","user_177","Create Purchase Order Item","44719.0","20-03-2018 11:56:00.000"
"248562642321408","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507017693","Purchase order","vendorID_1100","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_1047","false","00010","4507017693_00010","true","user_177","user_177","Create Purchase Order Item","32338.0","20-03-2018 11:59:00.000"
"206398948376579","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507014885","Purchase order","vendorID_0558","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0542","false","00010","4507014885_00010","true","user_020","user_020","Record Invoice Receipt","28881.0","20-03-2018 12:01:00.000"
"248541167484929","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017688","Purchase order","vendorID_0159","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0157","false","00010","4507017688_00010","true","user_029","user_029","Receive Order Confirmation","51175.0","20-03-2018 12:02:00.000"
"248549757419521","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507017690","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507017690_00010","true","user_029","user_029","Receive Order Confirmation","44719.0","20-03-2018 12:02:00.000"
"1077267992150019","Real Estate","companyID_0000","Framework order","Real estate services","4507076022","Purchase order","vendorID_1739","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1663","false","00020","4507076022_00020","false","user_196","user_196","Record Invoice Receipt","4609.0","20-03-2018 12:13:00.000"
"248562642321409","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507017693","Purchase order","vendorID_1100","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_1047","false","00010","4507017693_00010","true","user_029","user_029","Receive Order Confirmation","32338.0","20-03-2018 12:18:00.000"
"185194694836226","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507013325","Purchase order","vendorID_0975","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0932","false","00010","4507013325_00010","true","user_079","user_079","Change Quantity","0.0","20-03-2018 12:23:00.000"
"243404386598913","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507017317","Purchase order","vendorID_0193","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0190","false","00010","4507017317_00010","true","user_029","user_029","Receive Order Confirmation","40054.0","20-03-2018 12:28:00.000"
"60103772340226","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507004480","Purchase order","vendorID_0479","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0143","false","00010","4507004480_00010","true","batch_03","batch_03","Record Goods Receipt","127742.0","20-03-2018 12:29:00.000"
"1076885740060674","CAPEX & SOCS","companyID_0000","Framework order","Laboratory Supplies & Services","4507075967","Purchase order","vendorID_1689","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1613","false","00040","4507075967_00040","false","user_603","user_603","Change Approval for Purchase Order","138151.0","20-03-2018 12:32:00.000"
"1076877150126085","CAPEX & SOCS","companyID_0000","Framework order","Laboratory Supplies & Services","4507075967","Purchase order","vendorID_1689","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1613","false","00020","4507075967_00020","false","user_603","user_603","Change Approval for Purchase Order","6648.0","20-03-2018 12:32:00.000"
"1077336711626754","CAPEX & SOCS","companyID_0000","Framework order","Facility Management","4507076028","Purchase order","vendorID_1744","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1668","false","00010","4507076028_00010","false","user_603","user_603","Change Approval for Purchase Order","8973.0","20-03-2018 12:32:00.000"
"1076881445093380","CAPEX & SOCS","companyID_0000","Framework order","Laboratory Supplies & Services","4507075967","Purchase order","vendorID_1689","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1613","false","00030","4507075967_00030","false","user_603","user_603","Change Approval for Purchase Order","114609.0","20-03-2018 12:32:00.000"
"1076872855158789","CAPEX & SOCS","companyID_0000","Framework order","Laboratory Supplies & Services","4507075967","Purchase order","vendorID_1689","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1613","false","00010","4507075967_00010","false","user_603","user_603","Change Approval for Purchase Order","198285.0","20-03-2018 12:32:00.000"
"181621282045956","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507013067","Purchase order","vendorID_0818","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0778","false","00010","4507013067_00010","true","user_081","user_081","Change Price","35185.0","20-03-2018 12:43:00.000"
"64570538328069","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507004821","Purchase order","vendorID_0183","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0181","false","00020","4507004821_00020","true","user_081","user_081","Change Price","25668.0","20-03-2018 12:44:00.000"
"64579128262660","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507004821","Purchase order","vendorID_0183","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0181","false","00040","4507004821_00040","true","user_081","user_081","Change Price","51337.0","20-03-2018 12:45:00.000"
"95764885798913","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507007023","Purchase order","vendorID_0819","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0779","false","00010","4507007023_00010","true","user_052","user_052","Change Quantity","85464.0","20-03-2018 12:55:00.000"
"132572755525635","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507009537","Purchase order","vendorID_0390","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0379","false","00010","4507009537_00010","true","user_007","user_007","Record Invoice Receipt","26668.0","20-03-2018 13:14:00.000"
"129123896786947","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507009260","Purchase order","vendorID_0390","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0379","false","00010","4507009260_00010","true","user_007","user_007","Record Invoice Receipt","26230.0","20-03-2018 13:14:00.000"
"248700081274880","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017714","Purchase order","vendorID_0262","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0255","false","00010","4507017714_00010","true","user_257","user_257","Create Purchase Order Item","70494.0","20-03-2018 13:16:00.000"
"248704376242176","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017714","Purchase order","vendorID_0262","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0255","false","00020","4507017714_00020","true","user_257","user_257","Create Purchase Order Item","19225.0","20-03-2018 13:16:00.000"
"248708671209472","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017714","Purchase order","vendorID_0262","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0255","false","00030","4507017714_00030","true","user_257","user_257","Create Purchase Order Item","44617.0","20-03-2018 13:16:00.000"
"248773095718912","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507017723","Purchase order","vendorID_0390","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0379","false","00010","4507017723_00010","true","user_231","user_231","Create Purchase Order Item","26668.0","20-03-2018 13:35:00.000"
"158664681848835","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507011479","Purchase order","vendorID_0448","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0435","false","00010","4507011479_00010","true","user_013","user_013","Record Invoice Receipt","50132.0","20-03-2018 13:40:00.000"
"244392229076993","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017395","Purchase order","vendorID_0484","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0468","false","00010","4507017395_00010","true","user_037","user_037","Change Price","28578.0","20-03-2018 13:46:00.000"
"199655849721865","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507014380","Purchase order","vendorID_0193","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0190","false","00010","4507014380_00010","true","user_030","user_030","Record Goods Receipt","39688.0","20-03-2018 13:54:00.000"
"120469537685517","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507008691","Purchase order","vendorID_0193","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0190","false","00020","4507008691_00020","true","user_013","user_013","Cancel Invoice Receipt","38559.0","20-03-2018 13:57:00.000"
"210857124429827","Solvents","companyID_0000","Standard PO","Glycol & Ether Solvents","4507015200","Purchase order","vendorID_0189","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0186","false","00010","4507015200_00010","true","user_012","user_012","Record Invoice Receipt","5783.0","20-03-2018 14:03:00.000"
"248974959181824","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017728","Purchase order","vendorID_0484","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0468","false","00010","4507017728_00010","true","user_176","user_176","Create Purchase Order Item","0.0","20-03-2018 14:09:00.000"
"248996434018304","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017733","Purchase order","vendorID_0484","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0468","false","00010","4507017733_00010","true","user_176","user_176","Create Purchase Order Item","0.0","20-03-2018 14:26:00.000"
"248992139051008","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017732","Purchase order","vendorID_0484","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0468","false","00010","4507017732_00010","true","user_176","user_176","Create Purchase Order Item","0.0","20-03-2018 14:26:00.000"
"248987844083712","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017731","Purchase order","vendorID_0484","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0468","false","00010","4507017731_00010","true","user_176","user_176","Create Purchase Order Item","0.0","20-03-2018 14:26:00.000"
"249005023952896","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017735","Purchase order","vendorID_0484","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0468","false","00010","4507017735_00010","true","user_176","user_176","Create Purchase Order Item","0.0","20-03-2018 14:27:00.000"
"249026498789376","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017737","Purchase order","vendorID_0484","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0468","false","00020","4507017737_00020","true","user_176","user_176","Create Purchase Order Item","0.0","20-03-2018 14:28:00.000"
"249022203822080","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017737","Purchase order","vendorID_0484","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0468","false","00010","4507017737_00010","true","user_176","user_176","Create Purchase Order Item","0.0","20-03-2018 14:28:00.000"
"249035088723968","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017739","Purchase order","vendorID_0484","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0468","false","00010","4507017739_00010","true","user_176","user_176","Create Purchase Order Item","0.0","20-03-2018 14:29:00.000"
"249030793756672","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507017738","Purchase order","vendorID_0484","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0468","false","00010","4507017738_00010","true","user_176","user_176","Create Purchase Order Item","0.0","20-03-2018 14:29:00.000"
"27487790694400","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507002139","Purchase order","vendorID_0704","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0674","false","00020","4507002139_00020","true","user_187","user_187","Create Purchase Order Item","0.0","20-03-2018 14:44:00.000"
"218386202099716","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507015661","Purchase order","vendorID_0818","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0778","false","00010","4507015661_00010","true","user_007","user_007","Record Invoice Receipt","35226.0","20-03-2018 14:55:00.000"
"249078038396928","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507017748","Purchase order","vendorID_0648","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0624","false","00010","4507017748_00010","true","user_091","user_091","Create Purchase Order Item","2305.0","20-03-2018 15:00:00.000"
"57329223467013","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507004290","Purchase order","vendorID_0433","Standard","3-way match, invoice after GR","PR","sourceSystemID_0000","vendor_0421","true","00020","4507004290_00020","true","user_037","user_037","Change Price","3273.0","20-03-2018 15:01:00.000"
"57324928499720","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507004290","Purchase order","vendorID_0433","Standard","3-way match, invoice after GR","PR","sourceSystemID_0000","vendor_0421","true","00010","4507004290_00010","true","user_037","user_037","Change Price","8438.0","20-03-2018 15:01:00.000"
"57333518434309","Specialty Resins","companyID_0000","Standard PO","Alkyd Resins","4507004290","Purchase order","vendorID_0433","Standard","3-way match, invoice after GR","PR","sourceSystemID_0000","vendor_0421","true","00030","4507004290_00030","true","user_037","user_037","Change Price","9872.0","20-03-2018 15:01:00.000"
"167477954740228","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507012050","Purchase order","vendorID_0558","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0542","false","00010","4507012050_00010","true","user_013","user_013","Record Invoice Receipt","18888.0","20-03-2018 15:08:00.000"
"27487790694401","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507002139","Purchase order","vendorID_0704","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0674","false","00020","4507002139_00020","true","user_188","user_188","Record Goods Receipt","0.0","20-03-2018 15:37:00.000"
"218347547394053","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507015658","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507015658_00010","true","user_006","user_006","Remove Payment Block","43096.0","20-03-2018 15:39:00.000"
"64579128262661","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507004821","Purchase order","vendorID_0183","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0181","false","00040","4507004821_00040","true","user_006","user_006","Remove Payment Block","51337.0","20-03-2018 15:39:00.000"
"64570538328070","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507004821","Purchase order","vendorID_0183","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0181","false","00020","4507004821_00020","true","user_006","user_006","Remove Payment Block","25668.0","20-03-2018 15:39:00.000"
"64566243360773","Additives","companyID_0000","Standard PO","Rheology & Thixotropic Agents","4507004821","Purchase order","vendorID_0183","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0181","false","00010","4507004821_00010","true","user_006","user_006","Remove Payment Block","5300.0","20-03-2018 15:39:00.000"
"101356933218305","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507007390","Purchase order","vendorID_0819","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0779","false","00010","4507007390_00010","true","user_064","user_064","Change Quantity","0.0","20-03-2018 15:42:00.000"
"218480691380226","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507015674","Purchase order","vendorID_0251","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0062","false","00010","4507015674_00010","true","user_082","user_082","Record Goods Receipt","10652.0","20-03-2018 15:42:00.000"
"152372554760193","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507011064","Purchase order","vendorID_0619","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0164","false","00010","4507011064_00010","true","user_188","user_188","Record Goods Receipt","0.0","20-03-2018 15:42:00.000"
"217089121976323","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507015561","Purchase order","vendorID_0166","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507015561_00010","true","user_088","user_088","Record Goods Receipt","40405.0","20-03-2018 15:44:00.000"
"145556441661444","Specialty Resins","companyID_0000","Standard PO","Alkyd Resins","4507010533","Purchase order","vendorID_0251","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0062","false","00020","4507010533_00020","true","user_082","user_082","Record Goods Receipt","4212.0","20-03-2018 15:48:00.000"
"16694537879553","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507001398","Purchase order","vendorID_0146","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507001398_00010","true","user_031","user_031","Record Goods Receipt","0.0","20-03-2018 15:53:00.000"
"16711717748737","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507001400","Purchase order","vendorID_0146","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507001400_00010","true","user_031","user_031","Record Goods Receipt","0.0","20-03-2018 15:53:00.000"
